objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765e+18,123.14571550000001,1.029189361,18.20365,16.81018,16.34283,16.19037,16.14321,1239,301,6,19,2.31607e+18,STAR,6.34e-05,2057,53816,349
1.23765e+18,162.3820105,-0.433749396,17.5054,15.80306,15.14073,14.883,14.74835,756,301,2,311,2.88122e+18,STAR,8.63e-05,2559,54208,157
1.23765e+18,216.453227,62.22637931,18.73757,17.43005,16.98725,16.719929999999998,16.568270000000002,1345,301,5,456,6.82464e+17,GALAXY,0.06849945,606,52365,612
1.23765e+18,27.73374672,13.06097323,18.97714,17.2117,16.46486,16.14002,15.949329999999998,1035,301,2,145,3.50613e+18,STAR,0.000206821,3114,54773,281
1.23765e+18,172.228982,-1.697249585,17.55735,16.1935,15.63134,15.404229999999998,15.28214,1140,301,5,129,3.64006e+18,STAR,0.000548863,3233,54891,92
1.23765e+18,197.46172109999998,67.33339148,18.17575,17.24731,17.10248,16.90595,16.889960000000002,1412,301,4,201,5.57494e+17,GALAXY,0.05524432,495,51988,632
1.23765e+18,177.35913280000003,65.19321818,19.02511,19.02357,18.98506,18.751839999999998,18.5585,1302,301,4,355,6.73405e+17,QSO,1.996491,598,52316,424
1.23765e+18,128.1782073,53.72796275,16.85979,15.780779999999998,15.53054,15.453479999999999,15.44706,1350,301,5,171,2.60765e+18,STAR,-0.00044267300000000004,2316,53757,240
1.23765e+18,161.35548740000002,1.1101516809999998,19.43473,18.10001,17.57246,17.38716,17.27335,756,301,6,304,2.68988e+18,STAR,1.07e-05,2389,54213,365
1.23765e+18,135.0453339,54.40791265,18.72993,17.81565,17.31234,16.84358,16.77865,1345,301,4,185,5.05698e+17,QSO,0.09439446,449,51900,614
1.23765e+18,199.0699244,0.271520578,17.48614,16.427039999999998,15.967239999999999,15.78323,15.69105,1334,301,4,16,8.39497e+18,STAR,0.00024197900000000002,7456,56727,963
1.23765e+18,243.0152789,0.5810031689999999,18.0879,16.34101,15.561679999999999,15.247720000000001,14.842260000000001,752,301,5,664,3.88584e+17,GALAXY,0.081332,345,51690,542
1.23765e+18,184.03287,1.036502415,19.5262,18.39494,17.75597,17.37369,17.10671,752,301,6,270,3.23302e+17,GALAXY,0.1261536,287,52023,614
1.23765e+18,161.02414219999997,0.21868042899999998,16.172060000000002,15.077910000000001,14.757610000000001,14.66239,14.61563,756,301,4,302,2.88129e+18,STAR,0.000343385,2559,54208,391
1.23765e+18,171.6764244,-1.480417047,18.88364,17.72491,17.299210000000002,17.12558,17.0458,1231,301,6,16,3.67156e+17,STAR,2.6300000000000002e-05,326,52375,409
1.23765e+18,238.7633455,0.634602335,19.210829999999998,17.70127,16.978279999999998,16.55249,16.25293,752,301,5,636,3.86297e+17,GALAXY,0.04998655,343,51692,412
1.23765e+18,201.01354519999998,1.099812245,17.08671,15.883120000000002,15.348410000000001,15.11445,14.98219,1404,301,6,14,3.72351e+18,STAR,-0.000322604,3307,54970,570
1.23765e+18,128.2269206,53.57761921,18.81833,17.830189999999998,17.60116,17.47908,17.44981,1350,301,5,170,2.60765e+18,STAR,-0.000158312,2316,53757,233
1.23765e+18,186.72758069999998,-0.877602344,15.079920000000001,13.43728,12.64029,12.24208,11.96946,756,301,1,474,3.25442e+17,GALAXY,0.007084649,289,51990,208
1.23765e+18,198.55347450000002,-0.440176975,17.41186,16.31802,15.85709,15.64335,15.55049,1334,301,2,13,8.39475e+18,STAR,0.000576756,7456,56727,149
1.23765e+18,122.9899317,46.22007683,19.492279999999997,18.56524,18.24885,18.10902,18.05794,1331,301,5,135,7.19587e+18,STAR,0.000338488,6391,56329,885
1.23765e+18,160.6081258,1.221893437,18.66611,16.8956,16.10495,15.66035,15.31684,756,301,6,299,5.69742e+17,GALAXY,0.06400231,506,52022,135
1.23765e+18,143.1244179,58.77612905,19.22631,17.39132,16.46096,16.01813,15.679720000000001,1345,301,5,227,5.09007e+17,GALAXY,0.08026326,452,51911,363
1.23765e+18,186.31909430000002,1.0066135059999999,17.267220000000002,16.338520000000003,16.0682,15.949470000000002,15.91341,752,301,6,286,4.33152e+18,STAR,0.000286419,3847,55588,667
1.23765e+18,162.08052080000002,0.25941976899999997,17.57919,16.67318,16.3929,16.29765,16.27276,756,301,4,309,2.68991e+18,STAR,0.000567544,2389,54213,499
1.23765e+18,219.0165175,61.40092388,18.444370000000003,17.58585,17.27552,17.153010000000002,17.12462,1345,301,5,466,7.67096e+18,STAR,-0.0011119,6813,56419,726
1.23765e+18,149.86244130000003,1.0577525970000001,18.55359,18.64592,18.959789999999998,19.1778,19.50434,756,301,6,227,3.22807e+18,STAR,-7.25e-06,2867,54479,407
1.23765e+18,228.4167884,-0.763990827,18.47544,17.23411,16.77373,16.5878,16.53489,752,301,2,567,3.50159e+17,STAR,-8.159999999999999e-05,311,51665,16
1.23765e+18,204.7611224,0.019628244,19.42615,18.13907,17.604879999999998,17.30077,17.05085,752,301,4,409,3.35528e+17,GALAXY,0.08713547,298,51955,37
1.23765e+18,131.81645790000002,0.970813974,19.39783,18.45479,18.15135,18.02851,17.98174,1239,301,6,76,5.25938e+17,STAR,0.000351601,467,51901,520
1.23765e+18,172.84248119999998,-0.935121325,18.89009,17.74693,17.09469,16.6529,16.39781,756,301,1,381,3.1638e+17,GALAXY,0.10435539999999999,281,51614,7
1.23765e+18,243.37967540000002,0.813519806,19.34175,18.33376,17.95975,17.67543,17.54168,745,301,5,565,3.89653e+17,GALAXY,0.08204021,346,51693,335
1.23765e+18,188.7846104,0.013233581999999999,18.00067,16.0931,15.29277,14.979820000000002,14.8094,752,301,4,302,3.25961e+18,STAR,3.3799999999999995e-05,2895,54567,479
1.23765e+18,172.3878903,-1.668989917,18.95564,17.44995,16.82592,16.58604,16.45495,1140,301,5,130,3.64006e+18,STAR,0.00033368,3233,54891,93
1.23765e+18,200.1029445,0.274395418,18.89493,17.70105,17.10381,16.72384,16.510270000000002,1334,301,4,23,3.34487e+17,GALAXY,0.11532429999999999,297,51959,346
1.23765e+18,169.05028069999997,1.238488604,17.66292,15.877270000000001,15.05034,14.653379999999999,14.337010000000001,756,301,6,355,3.14252e+17,GALAXY,0.04569846,279,51984,458
1.23765e+18,167.1257546,67.42132933,18.64024,17.18771,16.55695,16.38991,16.2635,1350,301,6,324,3.57035e+18,STAR,-0.00035168,3171,54862,455
1.23765e+18,166.7013635,-0.921296828,18.454179999999997,17.59248,17.317420000000002,17.188,17.16982,756,301,1,340,4.24824e+18,STAR,-5.7799999999999995e-05,3773,55240,789
1.23765e+18,192.1122469,0.041674546,18.96904,17.68117,17.084629999999997,16.676389999999998,16.40367,752,301,4,324,3.27647e+17,GALAXY,0.07105038,291,51928,38
1.23765e+18,142.1786344,0.553712429,19.52725,18.45383,18.03785,17.87772,17.78923,1239,301,5,146,8.39155e+18,STAR,0.000422665,7453,56749,808
1.23765e+18,233.9701463,53.42869749,17.68592,16.189629999999998,15.511870000000002,15.28955,15.19713,1345,301,1,540,3.86087e+18,GALAXY,-0.00032297099999999997,3429,54976,572
1.23765e+18,231.44440330000003,56.92688988,19.2528,17.454829999999998,16.75081,16.49932,16.381520000000002,1345,301,5,518,6.91416e+17,STAR,-5.739999999999999e-05,614,53437,413
1.23765e+18,154.01694030000002,0.708388569,19.49387,18.33403,17.8526,17.47725,17.35613,756,301,5,255,3.05233e+17,GALAXY,0.07935563,271,51883,416
1.23765e+18,171.3308819,-0.448246205,19.35067,18.21555,17.57915,17.20819,16.9711,756,301,2,371,3.15254e+17,GALAXY,0.1042414,280,51612,7
1.23765e+18,185.3595427,-1.001821166,18.55941,17.00979,16.36984,16.05612,15.898879999999998,756,301,1,464,2.88012e+18,STAR,-0.000139951,2558,54140,250
1.23765e+18,237.8033077,-0.6997578640000001,19.541729999999998,17.43904,16.34384,15.832220000000001,15.419770000000002,752,301,2,630,3.86264e+17,GALAXY,0.1132895,343,51692,291
1.23765e+18,160.6970357,0.263385466,18.657410000000002,17.66432,17.31673,17.16339,17.10645,756,301,4,300,2.88127e+18,STAR,0.000775795,2559,54208,344
1.23765e+18,190.7486644,68.39840695,18.74525,17.69976,17.22283,16.9136,16.77394,1350,301,6,383,5.56364e+17,GALAXY,0.1155934,494,51915,616
1.23765e+18,154.61191780000001,-0.16419983800000001,18.79575,18.57321,18.55136,18.35209,18.30321,756,301,3,259,3.05161e+17,QSO,1.8126509999999998,271,51883,152
1.23765e+18,142.7706541,0.5306353979999999,19.042720000000003,17.852120000000003,17.364910000000002,17.056179999999998,16.863220000000002,1239,301,5,150,5.34827e+17,GALAXY,0.05767915,475,51965,88
1.23765e+18,215.3800352,-0.739755917,16.73387,16.3983,16.69784,17.23726,17.22964,752,301,2,480,4.53981e+18,STAR,6.759999999999999e-05,4032,55333,664
1.23765e+18,171.7303219,-0.007795341,18.50155,16.94171,16.28398,16.04622,15.89429,756,301,3,373,3.64015e+18,STAR,0.00034534699999999997,3233,54891,415
1.23765e+18,118.00603229999999,44.01664626,17.48545,16.022289999999998,15.36329,14.98947,14.72679,1402,301,4,83,4.13903e+18,GALAXY,0.03447212,3676,55186,812
1.23765e+18,249.9570255,0.544093049,18.95101,17.76988,17.09916,16.6884,16.44592,752,301,5,711,3.91987e+17,GALAXY,0.1185048,348,51671,631
1.23765e+18,173.8865622,64.81816211,16.88429,15.70566,15.087760000000001,14.7759,14.514429999999999,1302,301,4,345,6.723e+17,GALAXY,0.02044159,597,52059,502
1.23765e+18,239.68637180000005,52.84987809,19.33451,18.45916,17.40182,16.90077,16.59251,1345,301,6,559,6.95976e+17,QSO,0.20626020000000003,618,52049,619
1.23765e+18,163.028252,-0.560794076,15.615520000000002,13.78314,12.90478,12.433689999999999,12.1042,756,301,2,315,3.10799e+17,GALAXY,0.01846641,276,51909,183
1.23765e+18,162.33916680000002,0.772717733,18.33559,16.86363,16.32019,16.12983,16.03748,756,301,5,311,2.68992e+18,STAR,7.96e-05,2389,54213,525
1.23765e+18,196.41867680000001,67.44928568,19.31843,18.23345,17.85341,17.722260000000002,17.72063,1412,301,4,198,5.57485e+17,STAR,-0.00037218099999999997,495,51988,599
1.23765e+18,242.84436159999998,-0.07564665400000001,19.55555,17.64036,16.69641,16.23968,15.88483,745,301,3,562,3.88468e+17,GALAXY,0.06295025,345,51690,118
1.23765e+18,136.3564814,55.15436934,19.43313,17.436,16.40381,15.964529999999998,15.601720000000002,1345,301,4,192,5.067e+17,GALAXY,0.1187442,450,51908,164
1.23765e+18,225.4760957,0.626574672,17.13654,16.030479999999997,15.620239999999999,15.478029999999999,15.39691,752,301,5,547,3.73141e+18,STAR,3.04e-05,3314,54970,631
1.23765e+18,246.79053560000003,0.460495365,18.45455,16.94073,16.1629,15.74588,15.41726,752,301,5,690,4.09967e+17,GALAXY,0.04977439,364,52000,508
1.23765e+18,199.8310021,-0.161992454,19.26961,17.84277,17.20281,16.99522,16.89806,1334,301,3,21,3.7234e+18,STAR,-0.00044263699999999996,3307,54970,195
1.23765e+18,230.31227230000002,55.16910796,17.458479999999998,16.487170000000003,16.19875,16.0759,16.05886,1345,301,1,522,3.24604e+18,STAR,-7.54e-05,2883,54525,263
1.23765e+18,195.3728824,-3.3624517210000002,19.2311,17.19236,16.234560000000002,15.79635,15.44409,1140,301,1,283,3.80556e+17,GALAXY,0.08619919,338,51694,8
1.23765e+18,199.15089619999998,-0.020722868999999998,19.412010000000002,17.963279999999997,17.34471,16.99178,16.886020000000002,1334,301,3,17,3.3229e+17,GALAXY,0.08615641,295,51985,543
1.23765e+18,174.0473666,-0.426649176,19.28034,17.86634,17.313,17.13656,17.0249,756,301,2,389,3.23926e+18,STAR,-0.00023121,2877,54523,178
1.23765e+18,146.8769253,0.361581671,18.85666,17.661089999999998,17.03763,16.57114,16.35331,756,301,4,207,2.9965e+17,GALAXY,0.1258487,266,51630,583
1.23765e+18,172.2524904,-1.6033326559999999,19.53276,18.18473,17.39217,17.005570000000002,16.7134,1140,301,5,129,3.67193e+17,GALAXY,0.10476589999999998,326,52375,544
1.23765e+18,170.58548430000002,1.060068725,19.23242,17.50479,16.69539,16.26644,15.9671,756,301,6,366,3.15363e+17,GALAXY,0.07626165,280,51612,403
1.23765e+18,203.08007,66.69028957,19.46704,17.73493,16.8053,16.360020000000002,15.94764,1412,301,4,216,5.58454e+17,GALAXY,0.09366535,496,51988,27
1.23765e+18,116.63241219999999,41.03538627,19.59655,18.24269,17.61673,17.318929999999998,17.065920000000002,1350,301,3,72,4.86554e+17,GALAXY,0.02891645,432,51884,602
1.23765e+18,154.79592309999998,-0.153860577,19.09539,18.112920000000003,17.78169,17.651970000000002,17.57892,756,301,3,260,4.31341e+18,STAR,0.00048925,3831,55543,306
1.23765e+18,224.6684611,60.09909365,19.116039999999998,18.50957,18.1466,18.02534,17.783479999999997,1345,301,6,486,7.86108e+18,QSO,0.7674097,6982,56444,188
1.23765e+18,155.7109134,0.295355212,19.45276,18.08233,17.405160000000002,17.017889999999998,16.766189999999998,756,301,4,266,3.06365e+17,GALAXY,0.0944031,272,51941,438
1.23765e+18,179.928299,-1.5306081409999999,18.73095,18.62029,18.32424,18.30375,18.53867,1231,301,6,71,3.72786e+17,QSO,1.2574670000000001,331,52368,412
1.23765e+18,171.27813799999998,-0.133357381,18.55782,18.45834,18.371560000000002,18.09157,17.991789999999998,756,301,3,370,3.16442e+17,QSO,1.91038,281,51614,232
1.23765e+18,207.6415283,64.0902463,19.477,17.1104,16.08858,15.7651,15.5804,1345,301,5,427,3.7099e+18,STAR,-0.000109058,3295,54924,209
1.23765e+18,27.50668864,13.18689939,18.67163,17.08031,16.47814,16.24794,16.15788,1035,301,2,144,2.13696e+18,STAR,0.00013874,1898,53260,12
1.23765e+18,203.9900755,67.37772702,19.522920000000003,18.16853,17.62059,17.398670000000003,17.30935,1350,301,6,417,2.75298e+18,STAR,-0.000240064,2445,54573,575
1.23765e+18,166.42109240000002,-0.8761667740000001,18.83664,17.79551,17.39124,17.15681,16.98134,756,301,1,338,3.11875e+17,GALAXY,0.03331094,277,51908,3
1.23765e+18,155.7753352,-0.20085430899999998,19.440820000000002,17.370829999999998,16.33696,15.88241,15.480070000000001,756,301,3,267,3.06308e+17,GALAXY,0.09257647,272,51941,229
1.23765e+18,183.4148602,0.9776904259999999,17.94415,16.397129999999997,15.607529999999999,15.20854,14.878810000000001,752,301,6,266,3.23277e+17,GALAXY,0.06433231,287,52023,522
1.23765e+18,188.9631157,-1.05196467,18.4739,16.80475,16.05927,15.7471,15.54848,752,301,1,303,3.28766e+18,STAR,-0.00016576900000000002,2920,54562,135
1.23765e+18,194.0880415,-3.414010826,18.61557,17.57907,17.319960000000002,17.10686,17.128239999999998,1140,301,1,275,3.80636e+17,GALAXY,0.05197619,338,51694,297
1.23765e+18,239.68146299999998,0.439566732,16.537110000000002,15.137270000000001,15.139470000000001,15.20476,15.217310000000001,752,301,5,642,3.87406e+17,STAR,-0.000493125,344,51693,350
1.23765e+18,210.12229869999996,63.64506187,17.08795,16.09383,15.74959,15.541020000000001,15.41526,1345,301,5,435,6.8129e+17,GALAXY,0.03097234,605,52353,438
1.23765e+18,152.30675290000002,0.321775384,18.74638,17.04935,16.29039,15.91345,15.61325,756,301,4,244,3.04109e+17,GALAXY,0.03283598,270,51909,423
1.23765e+18,59.85160582,-4.66559492,18.05356,16.995420000000003,16.68938,16.54909,16.49989,1045,301,6,173,8.16639e+18,STAR,-0.000132475,7253,56598,861
1.23765e+18,242.7198537,-0.005429333000000001,19.23431,17.90094,17.20117,16.869320000000002,16.57295,745,301,3,561,3.88578e+17,GALAXY,0.02894331,345,51690,519
1.23765e+18,183.6126506,-1.1240977540000001,19.26156,18.13403,17.311239999999998,16.86835,16.58677,752,301,1,267,3.23156e+17,GALAXY,0.17808770000000002,287,52023,83
1.23765e+18,160.6130201,0.781026178,19.00204,18.663079999999997,18.69125,18.58919,18.59695,756,301,5,299,3.08638e+17,QSO,0.6605935000000001,274,51913,513
1.23765e+18,225.3140131,-0.71642055,17.20749,15.855310000000001,15.8742,15.916770000000001,15.953479999999999,752,301,2,546,3.73123e+18,STAR,-0.000596602,3314,54970,9
1.23765e+18,185.6775385,-1.24397619,17.12088,15.43128,14.820039999999999,14.63519,14.544979999999999,752,301,1,281,2.88012e+18,STAR,-0.00011085,2558,54140,258
1.23765e+18,170.3728175,-0.588836266,18.697570000000002,17.67778,17.3643,17.12056,17.00994,756,301,2,364,3.15286e+17,GALAXY,0.04991531,280,51612,125
1.23765e+18,197.9696256,0.029829055,19.24454,17.9986,17.5193,17.22097,17.07721,752,301,4,363,3.31189e+17,GALAXY,0.08101288,294,51986,635
1.23765e+18,205.3321488,67.21643946,16.19666,14.95871,14.48874,14.32294,14.26994,1350,301,6,421,2.75299e+18,STAR,-2.36e-05,2445,54573,614
1.23765e+18,231.8774873,-0.673922062,19.37003,19.02993,18.73956,18.75526,18.67886,752,301,2,590,3.52408e+17,QSO,0.9263429,313,51673,5
1.23765e+18,147.96838789999998,0.7644431559999999,19.536839999999998,18.3191,17.6644,17.2945,17.08201,756,301,5,215,3.0074e+17,GALAXY,0.1427079,267,51608,453
1.23765e+18,182.4436008,-0.43600047,19.214660000000002,17.527910000000002,16.71446,16.31395,16.01545,756,301,2,445,3.22026e+17,GALAXY,0.09529011,286,51999,66
1.23765e+18,189.2141187,0.059494610999999996,19.1581,17.198339999999998,16.23881,15.803170000000001,15.43806,752,301,4,305,3.26648e+17,GALAXY,0.09052185,290,51941,497
1.23765e+18,197.961361,67.86571549,19.368470000000002,17.42144,16.4641,16.04772,15.69934,1350,301,6,402,7.84104e+18,GALAXY,0.10764320000000001,6964,56748,982
1.23765e+18,125.1384517,47.8580343,19.34105,19.2847,18.83775,18.67372,18.58845,1331,301,5,150,3.57371e+18,QSO,1.4150129999999999,3174,54821,393
1.23765e+18,9.127329741,14.621781799999999,18.982020000000002,17.67807,17.142,16.84185,16.628989999999998,1035,301,3,24,4.70692e+17,GALAXY,0.038684699999999995,418,51817,239
1.23765e+18,185.02738540000001,0.095346099,19.1713,18.01316,17.42493,17.044929999999997,16.822370000000003,752,301,4,277,3.24396e+17,GALAXY,0.1183854,288,52000,496
1.23765e+18,158.0382865,1.161960939,19.309720000000002,19.46429,19.32868,19.21146,19.217129999999997,756,301,6,282,3.07493e+17,QSO,1.436365,273,51957,446
1.23765e+18,188.45481740000002,0.9933797590000001,18.26105,17.04928,16.63717,16.48347,16.43755,752,301,6,300,3.28773e+18,STAR,-4.8200000000000006e-05,2920,54562,377
1.23765e+18,238.2944329,56.84832307,19.36897,17.64326,16.71942,16.24182,15.89531,1412,301,6,343,6.94852e+17,GALAXY,0.10758410000000002,617,52072,626
1.23765e+18,233.0398051,56.80927006,18.01735,16.85452,16.581670000000003,16.49629,16.459220000000002,1345,301,6,523,6.91459e+17,STAR,-0.0006064369999999999,614,53437,568
1.23765e+18,187.21152859999998,0.17091494100000001,18.25947,17.107110000000002,16.60912,16.40416,16.29116,752,301,4,292,2.88023e+18,STAR,1.29e-05,2558,54140,633
1.23765e+18,206.20259030000003,0.071758769,19.15458,17.2854,16.32704,15.90356,15.545739999999999,752,301,4,418,3.36796e+17,GALAXY,0.09121478,299,51671,554
1.23765e+18,170.5617682,1.20438427,17.64353,16.189339999999998,15.4485,15.04669,14.78,756,301,6,366,3.15363e+17,GALAXY,0.07525416,280,51612,402
1.23765e+18,206.52457980000003,-0.6988956620000001,19.18844,18.757920000000002,18.86976,19.021079999999998,19.25434,752,301,2,421,3.3665e+17,STAR,5.59e-05,299,51671,22
1.23765e+18,131.00050729999998,51.311550700000005,19.03042,17.44158,16.60432,16.169520000000002,15.87176,1345,301,3,159,5.01195e+17,GALAXY,0.09519055,445,51873,616
1.23765e+18,152.07793759999998,0.818264003,17.71111,16.84019,16.517770000000002,16.39133,16.35657,756,301,5,242,4.31134e+18,STAR,0.000375542,3829,55300,966
1.23765e+18,10.59597438,14.51806484,18.78837,16.55635,15.61847,15.267999999999999,15.043389999999999,1035,301,3,34,3.52637e+18,STAR,3.66e-05,3132,54746,182
1.23765e+18,190.0582679,-3.420646063,17.163529999999998,15.521279999999999,14.91332,14.73029,14.63597,1140,301,1,248,3.26181e+18,STAR,-6.63e-05,2897,54585,286
1.23765e+18,242.0003425,51.36022224,19.57818,18.10525,17.53678,17.33953,17.27648,1345,301,6,573,2.45003e+18,STAR,-0.000140793,2176,54243,246
1.23765e+18,148.94725269999998,1.124647806,17.48674,16.323610000000002,15.82244,15.61553,15.512839999999999,756,301,6,221,3.55117e+18,STAR,0.00023659,3154,54821,289
1.23765e+18,186.4232854,0.099919905,16.91041,15.454329999999999,14.858579999999998,14.64869,14.53447,752,301,4,286,2.88019e+18,STAR,8.83e-05,2558,54140,512
1.23765e+18,175.88051069999997,64.57480252,19.121010000000002,17.73742,17.19295,16.900479999999998,16.67536,1302,301,3,350,6.73374e+17,GALAXY,0.06378556,598,52316,314
1.23765e+18,235.91745609999998,52.24547782,19.27328,17.61968,16.77735,16.342129999999997,16.04288,1345,301,1,552,6.95893e+17,GALAXY,0.0673974,618,52049,317
1.23765e+18,166.5248389,64.23407654,18.49677,18.42134,18.22439,18.223760000000002,18.29963,1302,301,4,323,6.71146e+17,QSO,1.1162100000000001,596,52370,397
1.23765e+18,157.0952241,62.59739268,19.34686,19.26424,19.2335,19.16362,19.019779999999997,1302,301,4,293,7.98284e+18,QSO,2.066336,7090,56659,776
1.23765e+18,133.0044721,53.160163299999994,18.89346,17.37171,16.75863,16.454829999999998,16.19105,1345,301,4,174,5.03432e+17,GALAXY,0.03903706,447,51877,563
1.23765e+18,171.275868,67.93045463,19.19293,17.646179999999998,17.09194,16.88305,16.7753,1350,301,6,335,3.21793e+18,STAR,1.4400000000000001e-05,2858,54498,380
1.23765e+18,198.3688005,0.126006574,19.2046,18.08488,17.49803,17.129939999999998,16.87485,752,301,4,366,3.32271e+17,GALAXY,0.09806354,295,51985,476
1.23765e+18,130.4548747,50.78642413,16.63874,15.30206,14.6177,14.168629999999999,13.926429999999998,1331,301,3,180,5.01177e+17,GALAXY,0.05439333,445,51873,552
1.23765e+18,161.3540294,1.254749425,16.153979999999997,15.15291,14.809560000000001,14.6973,14.650139999999999,756,301,6,304,2.88128e+18,STAR,0.0005788869999999999,2559,54208,365
1.23765e+18,166.6192395,67.49016989,17.8903,16.52496,15.900379999999998,15.601029999999998,15.36991,1350,301,6,323,5.51847e+17,GALAXY,0.020733099999999997,490,51929,568
1.23765e+18,198.3342728,-0.083610011,17.67441,16.42336,16.53885,16.64167,16.72885,1334,301,3,11,8.39477e+18,STAR,0.0006077480000000001,7456,56727,235
1.23765e+18,212.9329838,-0.684110137,19.490370000000002,18.098470000000002,17.23745,16.80688,16.45802,752,301,2,463,3.40039e+17,GALAXY,0.13683929999999997,302,51688,64
1.23765e+18,132.44099939999998,1.010528692,16.996760000000002,15.619010000000001,15.022070000000001,14.736889999999999,14.53493,1239,301,6,81,5.25958e+17,GALAXY,0.02891477,467,51901,591
1.23765e+18,137.1630825,55.7225211,19.5816,17.8692,17.23096,16.98087,16.861079999999998,1345,301,4,197,8.19543e+18,STAR,-7.6e-05,7279,57071,1
